Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
DeleteBooking-1653946511730,1,492,492,492,492,492,492,492,0.000%,2.03252,9.69,6.68
TokenizedLogin-1653946508816,1,3410,3410,3410,3410,3410,3410,3410,0.000%,.29326,5.37,1.05
MyBookings-1653946511754,1,497,497,497,497,497,497,497,0.000%,2.01207,3.69,3.20
LoginUser-1653946511835,1,432,432,432,432,432,432,432,0.000%,2.31481,3.63,3.61
SelectLocation-1653946511698,1,575,575,575,575,575,575,575,0.000%,1.73913,3.52,2.97
BookBookable-1653946511939,1,356,356,356,356,356,356,356,0.000%,2.80899,12.37,9.14
SelectLocationPath-1653946512235,1,71,71,71,71,71,71,71,0.000%,14.08451,47.59,23.62
DeleteBooking-1653946512009,1,311,311,311,311,311,311,311,0.000%,3.21543,15.34,10.57
DashboardRoute-1653946509596,1,2740,2740,2740,2740,2740,2740,2740,0.000%,.36496,29.88,0.45
TokenizedLogin-1653946507746,1,4615,4615,4615,4615,4615,4615,4615,0.000%,.21668,3.97,0.78
DashboardRoute-1653946509847,1,2530,2530,2530,2530,2530,2530,2530,0.000%,.39526,32.36,0.49
DashboardRoute-1653946509714,1,2671,2671,2671,2671,2671,2671,2671,0.000%,.37439,30.65,0.46
LoginUser-1653946512041,1,367,367,367,367,367,367,367,0.000%,2.72480,4.27,4.24
CheckBookingsDateType-1653946512001,1,413,413,413,413,413,413,413,0.000%,2.42131,3.03,4.10
SelectLocationPath-1653946512347,1,69,69,69,69,69,69,69,0.000%,14.49275,48.97,24.30
TokenizedLogin-1653946509115,1,3302,3302,3302,3302,3302,3302,3302,0.000%,.30285,5.54,1.08
BookBookable-1653946512001,1,421,421,421,421,421,421,421,0.000%,2.37530,10.46,7.73
MyBookings-1653946512067,1,359,359,359,359,359,359,359,0.000%,2.78552,5.11,4.43
CheckBookingsDateType-1653946511980,1,464,464,464,464,464,464,464,0.000%,2.15517,2.69,3.65
MyBookings-1653946512214,1,237,237,237,237,237,237,237,0.000%,4.21941,7.73,6.71
CheckBookingsDateType-1653946512211,1,245,245,245,245,245,245,245,0.000%,4.08163,5.10,6.92
LoginUser-1653946512123,1,337,337,337,337,337,337,337,0.000%,2.96736,4.65,4.62
MyBookings-1653946512105,2,422,372,473,473,473,372,473,0.000%,4.22833,7.75,6.72
DeleteBooking-1653946512199,1,294,294,294,294,294,294,294,0.000%,3.40136,16.22,11.18
GetLocations-1653946512032,1,465,465,465,465,465,465,465,0.000%,2.15054,4.34,3.54
GetLocations-1653946512125,1,373,373,373,373,373,373,373,0.000%,2.68097,5.41,4.41
MyBookings-1653946512122,1,375,375,375,375,375,375,375,0.000%,2.66667,4.89,4.24
MyBookings-1653946512088,1,414,414,414,414,414,414,414,0.000%,2.41546,4.43,3.84
DeleteBooking-1653946512189,1,326,326,326,326,326,326,326,0.000%,3.06748,14.63,10.08
LoginUser-1653946512245,1,285,285,285,285,285,285,285,0.000%,3.50877,5.50,5.47
LoginUser-1653946512251,1,289,289,289,289,289,289,289,0.000%,3.46021,5.42,5.39
MyBookings-1653946512123,1,419,419,419,419,419,419,419,0.000%,2.38663,4.37,3.79
MyBookings-1653946512189,1,359,359,359,359,359,359,359,0.000%,2.78552,5.11,4.43
GetLocations-1653946512113,1,435,435,435,435,435,435,435,0.000%,2.29885,4.64,3.78
DeleteBooking-1653946512240,1,310,310,310,310,310,310,310,0.000%,3.22581,15.39,10.60
TokenizedLogin-1653946507795,1,4766,4766,4766,4766,4766,4766,4766,0.000%,.20982,3.84,0.75
MyBookings-1653946512180,1,393,393,393,393,393,393,393,0.000%,2.54453,4.66,4.05
GetLocations-1653946512112,1,481,481,481,481,481,481,481,0.000%,2.07900,4.20,3.42
GetLocations-1653946512189,1,413,413,413,413,413,413,413,0.000%,2.42131,4.89,3.98
CheckBookingConflicts-1653946512211,1,392,392,392,392,392,392,392,0.000%,2.55102,4.42,4.30
GetLocationsInRange-1653946512169,1,452,452,452,452,452,452,452,0.000%,2.21239,3.13,3.81
LoginUser-1653946512208,1,429,429,429,429,429,429,429,0.000%,2.33100,3.65,3.63
CheckBookingsDateType-1653946512219,1,427,427,427,427,427,427,427,0.000%,2.34192,2.93,3.97
GetLocationsInRange-1653946512180,1,470,470,470,470,470,470,470,0.000%,2.12766,3.01,3.67
MyBookings-1653946512176,1,487,487,487,487,487,487,487,0.000%,2.05339,3.76,3.26
DeleteBooking-1653946512338,1,330,330,330,330,330,330,330,0.000%,3.03030,14.45,9.96
LoginCheck-1653946512355,1,313,313,313,313,313,313,313,0.000%,3.19489,3.74,6.43
LoginCheck-1653946512385,1,316,316,316,316,316,316,316,0.000%,3.16456,3.71,6.37
BookBookable-1653946512364,1,355,355,355,355,355,355,355,0.000%,2.81690,12.40,9.16
MyBookings-1653946512308,1,424,424,424,424,424,424,424,0.000%,2.35849,4.32,3.75
CheckBookingsDateType-1653946512358,1,392,392,392,392,392,392,392,0.000%,2.55102,3.19,4.32
CheckBookingConflicts-1653946512468,1,286,286,286,286,286,286,286,0.000%,3.49650,6.05,5.89
LoginCheck-1653946512474,1,290,290,290,290,290,290,290,0.000%,3.44828,4.04,6.94
DashboardRoute-1653946510555,1,2233,2233,2233,2233,2233,2233,2233,0.000%,.44783,36.66,0.55
DeleteBooking-1653946512462,1,334,334,334,334,334,334,334,0.000%,2.99401,14.28,9.84
DashboardRoute-1653946510534,1,2270,2270,2270,2270,2270,2270,2270,0.000%,.44053,36.07,0.54
DashboardRoute-1653946510523,1,2281,2281,2281,2281,2281,2281,2281,0.000%,.43840,35.89,0.54
MyBookings-1653946512443,1,377,377,377,377,377,377,377,0.000%,2.65252,4.86,4.22
BookBookable-1653946512438,1,394,394,394,394,394,394,394,0.000%,2.53807,11.18,8.26
CheckBookingConflicts-1653946512498,1,343,343,343,343,343,343,343,0.000%,2.91545,5.05,4.91
DeleteBooking-1653946512515,1,330,330,330,330,330,330,330,0.000%,3.03030,14.45,9.96
CheckBookingsDateType-1653946512480,1,386,386,386,386,386,386,386,0.000%,2.59067,3.24,4.39
DeleteBooking-1653946512483,1,384,384,384,384,384,384,384,0.000%,2.60417,12.42,8.56
GetLocationsInRange-1653946512511,1,355,355,355,355,355,355,355,0.000%,2.81690,3.99,4.86
DashboardRoute-1653946510749,1,2117,2117,2117,2117,2117,2117,2117,0.000%,.47237,38.67,0.58
CheckBookingsDateType-1653946512546,1,324,324,324,324,324,324,324,0.000%,3.08642,3.86,5.23
CheckBookingConflicts-1653946512546,1,331,331,331,331,331,331,331,0.000%,3.02115,5.23,5.09
DeleteBooking-1653946512521,1,355,355,355,355,355,355,355,0.000%,2.81690,13.44,9.26
CheckBookingsDateType-1653946512551,1,330,330,330,330,330,330,330,0.000%,3.03030,3.79,5.13
CheckBookingsDateType-1653946512617,1,285,285,285,285,285,285,285,0.000%,3.50877,4.39,5.95
GetLocationsInRange-1653946512554,1,352,352,352,352,352,352,352,0.000%,2.84091,4.02,4.90
DashboardRoute-1653946510449,1,2473,2473,2473,2473,2473,2473,2473,0.000%,.40437,33.10,0.50
DeleteBooking-1653946512547,1,390,390,390,390,390,390,390,0.000%,2.56410,12.23,8.43
DeleteBooking-1653946512569,1,367,367,367,367,367,367,367,0.000%,2.72480,13.00,8.95
DeleteBooking-1653946512632,1,315,315,315,315,315,315,315,0.000%,3.17460,15.14,10.43
DeleteBooking-1653946512615,1,334,334,334,334,334,334,334,0.000%,2.99401,14.28,9.84
GetLocations-1653946512606,1,348,348,348,348,348,348,348,0.000%,2.87356,5.80,4.73
DeleteBooking-1653946512601,1,364,364,364,364,364,364,364,0.000%,2.74725,13.10,9.03
LoginUser-1653946512670,1,317,317,317,317,317,317,317,0.000%,3.15457,4.94,4.91
GetLocationsInRange-1653946512608,1,386,386,386,386,386,386,386,0.000%,2.59067,3.67,4.47
DashboardRoute-1653946510500,1,2493,2493,2493,2493,2493,2493,2493,0.000%,.40112,32.84,0.50
GetLocationsInRange-1653946512612,1,396,396,396,396,396,396,396,0.000%,2.52525,3.58,4.35
CheckBookingsDateType-1653946512722,1,292,292,292,292,292,292,292,0.000%,3.42466,4.28,5.80
GetLocationsInRange-1653946512661,1,359,359,359,359,359,359,359,0.000%,2.78552,3.94,4.80
LoginUser-1653946512702,1,317,317,317,317,317,317,317,0.000%,3.15457,4.94,4.91
DashboardRoute-1653946510655,1,2381,2381,2381,2381,2381,2381,2381,0.000%,.41999,34.38,0.52
CheckBookingConflicts-1653946512649,1,386,386,386,386,386,386,386,0.000%,2.59067,4.49,4.37
DeleteBooking-1653946512776,1,285,285,285,285,285,285,285,0.000%,3.50877,16.74,11.53
DashboardRoute-1653946510618,1,2446,2446,2446,2446,2446,2446,2446,0.000%,.40883,33.47,0.51
LoginCheck-1653946512816,1,254,254,254,254,254,254,254,0.000%,3.93701,4.61,7.92
DashboardRoute-1653946510731,1,2341,2341,2341,2341,2341,2341,2341,0.000%,.42717,34.97,0.53
DeleteBooking-1653946512721,1,367,367,367,367,367,367,367,0.000%,2.72480,13.00,8.95
LoginCheck-1653946512874,1,221,221,221,221,221,221,221,0.000%,4.52489,5.30,9.11
GetLocations-1653946512759,1,343,343,343,343,343,343,343,0.000%,2.91545,5.89,4.79
LoginCheck-1653946512846,1,267,267,267,267,267,267,267,0.000%,3.74532,4.39,7.54
CheckBookingConflicts-1653946512795,1,326,326,326,326,326,326,326,0.000%,3.06748,5.31,5.17
LoginUser-1653946512777,1,345,345,345,345,345,345,345,0.000%,2.89855,4.54,4.51
SelectLocation-1653946512753,1,403,403,403,403,403,403,403,0.000%,2.48139,5.02,4.24
LoginCheck-1653946512936,1,227,227,227,227,227,227,227,0.000%,4.40529,5.16,8.87
DeleteBooking-1653946512823,1,348,348,348,348,348,348,348,0.000%,2.87356,13.71,9.44
MyBookings-1653946512774,1,413,413,413,413,413,413,413,0.000%,2.42131,4.44,3.85
MyBookings-1653946512880,1,307,307,307,307,307,307,307,0.000%,3.25733,5.97,5.18
SelectLocation-1653946512709,1,479,479,479,479,479,479,479,0.000%,2.08768,4.22,3.57
LoginCheck-1653946513041,1,156,156,156,156,156,156,156,0.000%,6.41026,7.51,12.90
GetLocations-1653946512857,1,359,359,359,359,359,359,359,0.000%,2.78552,5.63,4.58
CheckBookingConflicts-1653946512982,1,239,239,239,239,239,239,239,0.000%,4.18410,7.24,7.05
CheckBookingConflicts-1653946512931,1,300,300,300,300,300,300,300,0.000%,3.33333,5.77,5.62
SelectLocationPath-1653946513166,1,70,70,70,70,70,70,70,0.000%,14.28571,48.27,23.95
LoginCheck-1653946513019,1,218,218,218,218,218,218,218,0.000%,4.58716,5.37,9.23
LoginCheck-1653946512908,1,332,332,332,332,332,332,332,0.000%,3.01205,3.53,6.06
CheckBookingConflicts-1653946512934,1,312,312,312,312,312,312,312,0.000%,3.20513,5.55,5.40
DashboardRoute-1653946511322,1,1924,1924,1924,1924,1924,1924,1924,0.000%,.51975,42.55,0.64
CheckBookingsDateType-1653946513032,1,220,220,220,220,220,220,220,0.000%,4.54545,5.68,7.70
CheckBookingConflicts-1653946512977,1,290,290,290,290,290,290,290,0.000%,3.44828,5.97,5.81
DashboardRoute-1653946511154,1,2130,2130,2130,2130,2130,2130,2130,0.000%,.46948,38.44,0.58
DashboardRoute-1653946511056,2,2235,2234,2237,2237,2237,2234,2237,0.000%,.89405,73.19,1.10
GetLocationsInRange-1653946512974,1,317,317,317,317,317,317,317,0.000%,3.15457,4.47,5.44
SelectLocation-1653946512946,1,365,365,365,365,365,365,365,0.000%,2.73973,5.54,4.68
SelectLocation-1653946512928,1,394,394,394,394,394,394,394,0.000%,2.53807,5.13,4.34
DashboardRoute-1653946511156,1,2175,2175,2175,2175,2175,2175,2175,0.000%,.45977,37.64,0.57
GetLocations-1653946512971,1,366,366,366,366,366,366,366,0.000%,2.73224,5.52,4.49
DashboardRoute-1653946511071,1,2277,2277,2277,2277,2277,2277,2277,0.000%,.43917,35.95,0.54
LoginCheck-1653946513147,1,201,201,201,201,201,201,201,0.000%,4.97512,5.83,10.01
LoginUser-1653946513160,1,192,192,192,192,192,192,192,0.000%,5.20833,8.16,8.11
SelectLocationPath-1653946513277,1,76,76,76,76,76,76,76,0.000%,13.15789,44.46,22.06
LoginUser-1653946513105,1,253,253,253,253,253,253,253,0.000%,3.95257,6.20,6.16
CheckBookingConflicts-1653946513080,1,281,281,281,281,281,281,281,0.000%,3.55872,6.16,6.00
LoginCheck-1653946513144,1,220,220,220,220,220,220,220,0.000%,4.54545,5.32,9.15
GetLocationsInRange-1653946513130,1,240,240,240,240,240,240,240,0.000%,4.16667,5.90,7.18
CheckBookingsDateType-1653946513108,1,266,266,266,266,266,266,266,0.000%,3.75940,4.70,6.37
SelectLocation-1653946513022,1,354,354,354,354,354,354,354,0.000%,2.82486,5.71,4.83
DashboardRoute-1653946511314,1,2076,2076,2076,2076,2076,2076,2076,0.000%,.48170,39.44,0.60
SelectLocation-1653946513062,1,337,337,337,337,337,337,337,0.000%,2.96736,6.00,5.07
SelectLocationPath-1653946513334,1,73,73,73,73,73,73,73,0.000%,13.69863,46.29,22.97
SelectLocationPath-1653946513339,1,70,70,70,70,70,70,70,0.000%,14.28571,48.27,23.95
DashboardRoute-1653946511108,1,2325,2325,2325,2325,2325,2325,2325,0.000%,.43011,35.21,0.53
LoginUser-1653946513198,1,260,260,260,260,260,260,260,0.000%,3.84615,6.03,5.99
CheckBookingsDateType-1653946513215,1,253,253,253,253,253,253,253,0.000%,3.95257,4.94,6.70
GetLocations-1653946513112,1,355,355,355,355,355,355,355,0.000%,2.81690,5.69,4.63
DeleteBooking-1653946513188,1,295,295,295,295,295,295,295,0.000%,3.38983,16.17,11.14
DashboardRoute-1653946511289,1,2196,2196,2196,2196,2196,2196,2196,0.000%,.45537,37.28,0.56
SelectLocationPath-1653946513416,1,76,76,76,76,76,76,76,0.000%,13.15789,44.46,22.06
DeleteBooking-1653946513207,1,284,284,284,284,284,284,284,0.000%,3.52113,16.79,11.57
LoginUser-1653946513214,1,278,278,278,278,278,278,278,0.000%,3.59712,5.64,5.60
LoginCheck-1653946513342,1,151,151,151,151,151,151,151,0.000%,6.62252,7.75,13.33
LoginUser-1653946513238,1,255,255,255,255,255,255,255,0.000%,3.92157,6.15,6.11
GetLocationsInRange-1653946513271,1,241,241,241,241,241,241,241,0.000%,4.14938,5.88,7.15
LoginCheck-1653946513300,1,217,217,217,217,217,217,217,0.000%,4.60829,5.40,9.28
GetLocations-1653946513199,1,318,318,318,318,318,318,318,0.000%,3.14465,6.35,5.17
SelectLocationPath-1653946513446,1,73,73,73,73,73,73,73,0.000%,13.69863,46.29,22.97
GetLocations-1653946513247,1,275,275,275,275,275,275,275,0.000%,3.63636,7.34,5.98
LoginUser-1653946513329,1,194,194,194,194,194,194,194,0.000%,5.15464,8.08,8.03
SelectLocation-1653946513077,1,450,450,450,450,450,450,450,0.000%,2.22222,4.49,3.80
DashboardRoute-1653946511762,1,1781,1781,1781,1781,1781,1781,1781,0.000%,.56148,45.97,0.69
LoginCheck-1653946513311,2,252,233,272,272,272,233,272,0.000%,7.35294,8.61,14.80
LoginUser-1653946513315,1,234,234,234,234,234,234,234,0.000%,4.27350,6.70,6.66
DashboardRoute-1653946510984,1,2569,2569,2569,2569,2569,2569,2569,0.000%,.38926,31.87,0.48
BookBookable-1653946513262,1,293,293,293,293,293,293,293,0.000%,3.41297,15.03,11.10
LoginCheck-1653946513418,1,144,144,144,144,144,144,144,0.000%,6.94444,8.13,13.98
GetLocations-1653946513289,1,272,272,272,272,272,272,272,0.000%,3.67647,7.42,6.05
DashboardRoute-1653946511103,1,2478,2478,2478,2478,2478,2478,2478,0.000%,.40355,33.04,0.50
GetLocations-1653946513334,1,250,250,250,250,250,250,250,0.000%,4.00000,8.08,6.58
CheckBookingConflicts-1653946513328,1,266,266,266,266,266,266,266,0.000%,3.75940,6.51,6.34
GetLocations-1653946513270,1,333,333,333,333,333,333,333,0.000%,3.00300,6.06,4.94
CheckBookingConflicts-1653946513405,1,202,202,202,202,202,202,202,0.000%,4.95050,8.57,8.34
GetLocationsInRange-1653946513422,1,202,202,202,202,202,202,202,0.000%,4.95050,7.01,8.53
CheckBookingConflicts-1653946513473,1,166,166,166,166,166,166,166,0.000%,6.02410,10.43,10.15
SelectLocationPath-1653946513574,1,74,74,74,74,74,74,74,0.000%,13.51351,45.66,22.66
CheckBookingsDateType-1653946513380,1,268,268,268,268,268,268,268,0.000%,3.73134,4.66,6.32
LoginUser-1653946513431,1,223,223,223,223,223,223,223,0.000%,4.48430,7.03,6.98
LoginCheck-1653946513414,1,253,253,253,253,253,253,253,0.000%,3.95257,4.63,7.96
LoginCheck-1653946513401,1,276,276,276,276,276,276,276,0.000%,3.62319,4.24,7.29
CheckBookingsDateType-1653946513375,1,305,305,305,305,305,305,305,0.000%,3.27869,4.10,5.56
BookBookable-1653946513436,1,251,251,251,251,251,251,251,0.000%,3.98406,17.54,12.96
BookBookable-1653946513456,1,238,238,238,238,238,238,238,0.000%,4.20168,18.50,13.67
DashboardRoute-1653946511284,1,2427,2427,2427,2427,2427,2427,2427,0.000%,.41203,33.73,0.51
DashboardRoute-1653946511931,1,1782,1782,1782,1782,1782,1782,1782,0.000%,.56117,45.94,0.69
LoginCheck-1653946513521,1,195,195,195,195,195,195,195,0.000%,5.12821,6.00,10.32
CheckBookingsDateType-1653946513462,1,263,263,263,263,263,263,263,0.000%,3.80228,4.75,6.44
LoginUser-1653946513443,1,282,282,282,282,282,282,282,0.000%,3.54610,5.56,5.52
GetLocationsInRange-1653946513480,1,254,254,254,254,254,254,254,0.000%,3.93701,5.57,6.79
CheckBookingsDateType-1653946513510,1,228,228,228,228,228,228,228,0.000%,4.38596,5.48,7.43
BookBookable-1653946513416,1,329,329,329,329,329,329,329,0.000%,3.03951,13.38,9.89
DashboardRoute-1653946512016,1,1730,1730,1730,1730,1730,1730,1730,0.000%,.57803,47.32,0.71
DashboardRoute-1653946512238,1,1521,1521,1521,1521,1521,1521,1521,0.000%,.65746,53.83,0.81
SelectLocation-1653946513296,1,475,475,475,475,475,475,475,0.000%,2.10526,4.26,3.60
LoginCheck-1653946513582,1,195,195,195,195,195,195,195,0.000%,5.12821,6.00,10.32
MyBookings-1653946513563,1,217,217,217,217,217,217,217,0.000%,4.60829,8.45,7.33
LoginUser-1653946513578,1,210,210,210,210,210,210,210,0.000%,4.76190,7.46,7.42
GetLocations-1653946513392,1,396,396,396,396,396,396,396,0.000%,2.52525,5.10,4.15
LoginUser-1653946513590,1,204,204,204,204,204,204,204,0.000%,4.90196,7.68,7.64
LoginCheck-1653946513595,1,210,210,210,210,210,210,210,0.000%,4.76190,5.58,9.58
GetLocationsInRange-1653946513592,1,220,220,220,220,220,220,220,0.000%,4.54545,6.44,7.83
CheckBookingsDateType-1653946513542,1,278,278,278,278,278,278,278,0.000%,3.59712,4.50,6.09
GetLocationsInRange-1653946513557,1,269,269,269,269,269,269,269,0.000%,3.71747,5.26,6.41
LoginCheck-1653946513574,1,253,253,253,253,253,253,253,0.000%,3.95257,4.63,7.96
CheckBookingsDateType-1653946513645,1,191,191,191,191,191,191,191,0.000%,5.23560,6.54,8.87
BookBookable-1653946513534,1,304,304,304,304,304,304,304,0.000%,3.28947,14.48,10.70
LoginCheck-1653946513589,1,248,248,248,248,248,248,248,0.000%,4.03226,4.72,8.12
BookBookable-1653946513543,1,303,303,303,303,303,303,303,0.000%,3.30033,14.53,10.74
GetLocationsInRange-1653946513604,1,243,243,243,243,243,243,243,0.000%,4.11523,5.83,7.09
CheckBookingsDateType-1653946513554,1,302,302,302,302,302,302,302,0.000%,3.31126,4.14,5.61
LoginUser-1653946513599,1,265,265,265,265,265,265,265,0.000%,3.77358,5.91,5.88
GetLocationsInRange-1653946513640,1,228,228,228,228,228,228,228,0.000%,4.38596,6.21,7.56
SelectLocationPath-1653946513799,1,73,73,73,73,73,73,73,0.000%,13.69863,46.29,22.97
SelectLocation-1653946513411,1,464,464,464,464,464,464,464,0.000%,2.15517,4.36,3.69
GetLocationsInRange-1653946513582,1,302,302,302,302,302,302,302,0.000%,3.31126,4.69,5.71
LoginUser-1653946513620,1,283,283,283,283,283,283,283,0.000%,3.53357,5.54,5.50
CheckBookingsDateType-1653946513734,1,176,176,176,176,176,176,176,0.000%,5.68182,7.10,9.63
CheckBookingConflicts-1653946513711,1,202,202,202,202,202,202,202,0.000%,4.95050,8.57,8.34
LoginUser-1653946513771,1,159,159,159,159,159,159,159,0.000%,6.28931,9.86,9.80
LoginUser-1653946513659,1,272,272,272,272,272,272,272,0.000%,3.67647,5.76,5.73
GetLocations-1653946513696,1,242,242,242,242,242,242,242,0.000%,4.13223,8.35,6.80
GetLocations-1653946513707,1,237,237,237,237,237,237,237,0.000%,4.21941,8.52,6.94
CheckBookingConflicts-1653946513766,1,183,183,183,183,183,183,183,0.000%,5.46448,9.46,9.21
LoginCheck-1653946513734,1,217,217,217,217,217,217,217,0.000%,4.60829,5.40,9.28
BookBookable-1653946513696,1,255,255,255,255,255,255,255,0.000%,3.92157,17.27,12.76
DashboardRoute-1653946512465,1,1491,1491,1491,1491,1491,1491,1491,0.000%,.67069,54.91,0.83
CheckBookingConflicts-1653946513714,1,246,246,246,246,246,246,246,0.000%,4.06504,7.04,6.85
LoginCheck-1653946513768,1,193,193,193,193,193,193,193,0.000%,5.18135,6.07,10.43
LoginUser-1653946513747,1,214,214,214,214,214,214,214,0.000%,4.67290,7.32,7.28
GetLocations-1653946513620,1,347,347,347,347,347,347,347,0.000%,2.88184,5.82,4.74
SelectLocationPath-1653946513895,1,73,73,73,73,73,73,73,0.000%,13.69863,46.29,22.97
CheckBookingsDateType-1653946513777,1,203,203,203,203,203,203,203,0.000%,4.92611,6.16,8.35
MyBookings-1653946513728,1,255,255,255,255,255,255,255,0.000%,3.92157,7.19,6.23
DashboardRoute-1653946511784,1,2200,2200,2200,2200,2200,2200,2200,0.000%,.45455,37.21,0.56
SelectLocation-1653946513722,1,265,265,265,265,265,265,265,0.000%,3.77358,7.63,6.45
LoginUser-1653946513832,1,189,189,189,189,189,189,189,0.000%,5.29101,8.29,8.24
CheckBookingConflicts-1653946513799,1,224,224,224,224,224,224,224,0.000%,4.46429,7.73,7.52
LoginUser-1653946513755,1,270,270,270,270,270,270,270,0.000%,3.70370,5.81,5.77
LoginUser-1653946513809,1,215,215,215,215,215,215,215,0.000%,4.65116,7.29,7.24
DashboardRoute-1653946511804,1,2233,2233,2233,2233,2233,2233,2233,0.000%,.44783,36.66,0.55
GetLocationsInRange-1653946513839,1,203,203,203,203,203,203,203,0.000%,4.92611,6.98,8.49
MyBookings-1653946513844,1,203,203,203,203,203,203,203,0.000%,4.92611,9.03,7.83
LoginCheck-1653946513760,1,286,286,286,286,286,286,286,0.000%,3.49650,4.09,7.04
LoginCheck-1653946513806,1,247,247,247,247,247,247,247,0.000%,4.04858,4.74,8.15
CheckBookingConflicts-1653946513848,1,210,210,210,210,210,210,210,0.000%,4.76190,8.24,8.03
DashboardRoute-1653946512180,1,1884,1884,1884,1884,1884,1884,1884,0.000%,.53079,43.45,0.66
CheckBookingConflicts-1653946513871,1,193,193,193,193,193,193,193,0.000%,5.18135,8.97,8.73
SelectLocation-1653946513561,1,507,507,507,507,507,507,507,0.000%,1.97239,3.99,3.37
MyBookings-1653946513739,1,342,342,342,342,342,342,342,0.000%,2.92398,5.36,4.65
LoginUser-1653946513877,1,212,212,212,212,212,212,212,0.000%,4.71698,7.39,7.35
CheckBookingsDateType-1653946513880,1,217,217,217,217,217,217,217,0.000%,4.60829,5.76,7.81
CheckBookingsDateType-1653946513852,1,246,246,246,246,246,246,246,0.000%,4.06504,5.08,6.89
LoginUser-1653946513912,1,187,187,187,187,187,187,187,0.000%,5.34759,8.38,8.33
CheckBookingConflicts-1653946513936,1,169,169,169,169,169,169,169,0.000%,5.91716,10.25,9.97
MyBookings-1653946513910,1,205,205,205,205,205,205,205,0.000%,4.87805,8.94,7.76
DeleteBooking-1653946513840,1,292,292,292,292,292,292,292,0.000%,3.42466,16.33,11.25
MyBookings-1653946513895,1,243,243,243,243,243,243,243,0.000%,4.11523,7.54,6.54
SelectLocationPath-1653946514080,1,69,69,69,69,69,69,69,0.000%,14.49275,48.97,24.30
SelectLocation-1653946513890,1,266,266,266,266,266,266,266,0.000%,3.75940,7.60,6.43
CheckBookingsDateType-1653946513946,1,221,221,221,221,221,221,221,0.000%,4.52489,5.66,7.67
BookBookable-1653946513952,1,215,215,215,215,215,215,215,0.000%,4.65116,20.48,15.13
GetLocationsInRange-1653946513958,1,222,222,222,222,222,222,222,0.000%,4.50450,6.38,7.76
DashboardRoute-1653946512592,1,1593,1593,1593,1593,1593,1593,1593,0.000%,.62775,51.39,0.78
GetLocations-1653946513934,1,253,253,253,253,253,253,253,0.000%,3.95257,7.98,6.50
SelectLocation-1653946513885,1,311,311,311,311,311,311,311,0.000%,3.21543,6.50,5.50
DashboardRoute-1653946512105,1,2095,2095,2095,2095,2095,2095,2095,0.000%,.47733,39.08,0.59
CheckBookingsDateType-1653946513998,1,203,203,203,203,203,203,203,0.000%,4.92611,6.16,8.35
CheckBookingsDateType-1653946513972,1,231,231,231,231,231,231,231,0.000%,4.32900,5.41,7.33
CheckBookingConflicts-1653946513980,1,231,231,231,231,231,231,231,0.000%,4.32900,7.50,7.30
LoginCheck-1653946513959,1,253,253,253,253,253,253,253,0.000%,3.95257,4.63,7.96
SelectLocationPath-1653946514136,1,81,81,81,81,81,81,81,0.000%,12.34568,41.71,20.70
GetLocationsInRange-1653946513987,1,231,231,231,231,231,231,231,0.000%,4.32900,6.13,7.46
LoginUser-1653946514008,1,222,222,222,222,222,222,222,0.000%,4.50450,7.06,7.02
LoginUser-1653946513988,1,246,246,246,246,246,246,246,0.000%,4.06504,6.37,6.33
SelectLocation-1653946513894,1,341,341,341,341,341,341,341,0.000%,2.93255,5.93,5.01
LoginCheck-1653946514068,1,185,185,185,185,185,185,185,0.000%,5.40541,6.33,10.88
CheckBookingsDateType-1653946514032,1,234,234,234,234,234,234,234,0.000%,4.27350,5.34,7.24
MyBookings-1653946513966,1,302,302,302,302,302,302,302,0.000%,3.31126,6.07,5.26
GetLocationsInRange-1653946514045,1,234,234,234,234,234,234,234,0.000%,4.27350,6.05,7.37
SelectLocation-1653946514054,1,225,225,225,225,225,225,225,0.000%,4.44444,8.98,7.60
CheckBookingsDateType-1653946514089,2,227,200,255,255,255,200,255,0.000%,7.84314,9.80,13.29
CheckBookingsDateType-1653946513995,1,298,298,298,298,298,298,298,0.000%,3.35570,4.19,5.69
LoginUser-1653946514064,1,228,228,228,228,228,228,228,0.000%,4.38596,6.87,6.83
BookBookable-1653946514015,1,281,281,281,281,281,281,281,0.000%,3.55872,15.67,11.58
LoginCheck-1653946514089,2,208,207,209,209,209,207,209,0.000%,9.56938,11.20,19.26
DashboardRoute-1653946511928,1,2371,2371,2371,2371,2371,2371,2371,0.000%,.42176,34.53,0.52
SelectLocation-1653946513902,1,398,398,398,398,398,398,398,0.000%,2.51256,5.08,4.30
CheckBookingsDateType-1653946514053,1,250,250,250,250,250,250,250,0.000%,4.00000,5.00,6.78
SelectLocation-1653946513810,1,497,497,497,497,497,497,497,0.000%,2.01207,4.07,3.44
DeleteBooking-1653946514056,2,279,256,303,303,303,256,303,0.000%,6.57895,31.38,21.62
SelectLocationPath-1653946514236,1,76,76,76,76,76,76,76,0.000%,13.15789,44.46,22.06
GetLocations-1653946513992,1,321,321,321,321,321,321,321,0.000%,3.11526,6.29,5.12
SelectLocationPath-1653946514247,1,71,71,71,71,71,71,71,0.000%,14.08451,47.59,23.62
